POWO_ID,threat_prediction,full_name,GBIF_SuggestedKey,kin,phy,ord,fam,GBIF_SuggestedGen,GBIF_SuggestedSpe,GBIF_Suggestedauth,GBIF_SuggestedNameStatus,GBIF_AcceptedKey,Warning,TDWGCount,EcoregionCount,EOO,AOO,RecordCount,norm_forest_loss,norm_hfoot
272276-2,Threat,Anthurium dichrophyllum Croat,2873084,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium dichrophyllum,Croat,ACCEPTED,2873084,;,1,2,864.1677832,3,8,3754,7.65007974
272277-2,Threat,Anthurium dukei Croat,2872499,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium dukei,Croat,ACCEPTED,2872499,;,1,1,5.934613193,3,3,3754,7.65007974
272278-2,Threat,Anthurium erythrostachyum Croat,2873176,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium erythrostachyum,Croat,ACCEPTED,2873176,;,3,1,99.36691334,7,13,36218.64975,5.677497323
272280-2,NonThreat,Anthurium fendleri Schott,2872495,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium fendleri,Schott,ACCEPTED,2872495,;,3,23,1109105.816,85,148,31011.94329,5.04322042
272281-2,NonThreat,Anthurium fernandezii Croat,2872351,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium fernandezii,Croat,ACCEPTED,2872351,;,1,2,420.5783001,6,7,22191,4.555955001
272282-2,Threat,Anthurium folsomianum Croat,2872846,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium folsomianum,Croat,ACCEPTED,2872846,;,1,2,1.94601236,2,5,3754,7.65007974
272283-2,Threat,Anthurium foreroanum Croat,2872349,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium foreroanum,Croat,ACCEPTED,2872349,;,1,2,2336.669869,4,4,3754,7.65007974
272284-2,NonThreat,Anthurium fragrantissimum Croat,2872899,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium fragrantissimum,Croat,ACCEPTED,2872899,;,2,8,189839.6123,46,81,37646.63628,5.409718237
272285-2,Threat,Anthurium fusiforme Croat,2872647,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium fusiforme,Croat,ACCEPTED,2872647,;,1,2,2570.434353,8,16,3754,7.65007974
272286-2,NonThreat,Anthurium galactospadix Croat,2872330,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium galactospadix,Croat,ACCEPTED,2872330,;,3,3,313797.8798,22,36,168258.1961,2.796372878
272287-2,NonThreat,Anthurium gehrigeri Croat,2873514,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium gehrigeri,Croat,ACCEPTED,2873514,;,1,1,1097.90527,5,15,22191,4.555955001
272288-2,Threat,Anthurium gentryi Croat,2873016,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium gentryi,Croat,ACCEPTED,2873016,;,1,3,94.49221443,3,5,3754,7.65007974
272289-2,NonThreat,Anthurium ginesii Croat,2872410,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium ginesii,Croat,ACCEPTED,2872410,;,2,3,8942.860717,5,8,32004.95746,4.948251837
272290-2,NonThreat,Anthurium glaucospadix Croat,2872566,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium glaucospadix,Croat,ACCEPTED,2872566,;,1,7,120432.5338,26,57,39871,5.262683972
272291-2,Threat,Anthurium globosum Croat,2873477,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium globosum,Croat,ACCEPTED,2873477,;,1,2,745.6042395,8,18,3754,7.65007974
272292-2,NonThreat,Anthurium gonzalezii Croat,2872991,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium gonzalezii,Croat,ACCEPTED,2872991,;,1,1,848.226216,3,4,22191,4.555955001
272293-2,Threat,Anthurium gracililaminum Croat,2873385,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium gracililaminum,Croat,ACCEPTED,2873385,;,1,2,367.323375,5,31,3754,7.65007974
272294-2,Threat,Anthurium gracilispadix Croat,2873079,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium gracilispadix,Croat,ACCEPTED,2873079,;,1,3,4708.623877,6,26,3754,7.65007974
272297-2,Threat,Anthurium hammelii Croat,2873010,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium hammelii,Croat,ACCEPTED,2873010,;,1,1,0,1,1,3754,7.65007974
272298-2,NonThreat,Anthurium harlingianum Croat,2873566,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium harlingianum,Croat,ACCEPTED,2873566,;,4,7,1215329.855,71,110,37094.68348,4.507019182
272299-2,NonThreat,Anthurium hebetatum Croat,2873170,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium hebetatum,Croat,ACCEPTED,2873170,;,3,5,5396.842888,12,26,36218.64975,5.677497323
272300-2,Threat,Anthurium holm-nielsenii Croat,2873011,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium holm-nielsenii,Croat,ACCEPTED,2873011,;,1,2,12763.43388,10,16,8218,6.891458637
272301-2,NonThreat,Anthurium hornitense Croat,2873012,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium hornitense,Croat,ACCEPTED,2873012,;,2,4,26563.14306,11,31,3194.143457,9.428234562
272302-2,NonThreat,Anthurium guanchezii G.S.Bunting,2873399,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium guanchezii,G.S.Bunting,ACCEPTED,2873399,;,1,1,0,1,1,22191,4.555955001
272306-2,NonThreat,Anthurium hutchisonii Croat,2872810,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium hutchisonii,Croat,ACCEPTED,2872810,;,2,7,126550.1142,26,94,37646.63628,5.409718237
272307-2,NonThreat,Anthurium impolitum Croat,2873386,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium impolitum,Croat,ACCEPTED,2873386,;,1,4,26057.12098,14,23,3754,7.65007974
272308-2,Threat,Anthurium iramireziae G.S.Bunting,2872809,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium iramireziae,G.S.Bunting,ACCEPTED,2872809,;,1,1,0,1,3,22191,4.555955001
272309-2,Threat,Anthurium jefense Croat,2873020,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium jefense,Croat,ACCEPTED,2873020,;,1,3,1901.820012,5,14,3754,7.65007974
272310-2,Threat,Anthurium johnsoniae Croat,2872615,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium johnsoniae,Croat,ACCEPTED,2872615,;,1,1,0,1,1,39871,5.262683972
272311-2,Threat,Anthurium kallunkiae Croat,2872492,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium kallunkiae,Croat,ACCEPTED,2872492,;,1,2,5.937395792,3,4,3754,7.65007974
272312-2,Threat,Anthurium kamemotoanum Croat,2872480,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium kamemotoanum,Croat,ACCEPTED,2872480,;,1,2,1.688660484,2,6,3754,7.65007974
272313-2,Threat,Anthurium knappiae Croat,2872393,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium knappiae,Croat,ACCEPTED,2872393,;,1,1,23.49855158,2,4,28652,3.8060849
272314-2,NonThreat,Anthurium krukovii Croat,2872370,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium krukovii,Croat,ACCEPTED,2872370,;,1,4,88116.45152,5,11,253320,1.725521921
272315-2,Threat,Anthurium lactifructum Croat,2872907,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium lactifructum,Croat,ACCEPTED,2872907,;,1,1,0,1,1,3754,7.65007974
272317-2,Threat,Anthurium lennartii Croat,2873008,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium lennartii,Croat,ACCEPTED,2873008,;,1,1,764.3471221,3,4,8218,6.891458637
272318-2,Threat,Anthurium leptocaule Croat,2873654,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium leptocaule,Croat,ACCEPTED,2873654,;,2,3,3509.483379,6,14,37646.63628,5.409718237
272320-2,NonThreat,Anthurium llanense Croat,2872368,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium llanense,Croat,ACCEPTED,2872368,;,2,5,53060.0843,21,67,3194.143457,9.428234562
272321-2,NonThreat,Anthurium llewellynii Croat,2872226,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium llewellynii,Croat,ACCEPTED,2872226,;,1,2,13369.24886,8,16,28652,3.8060849
272322-2,NonThreat,Anthurium longistipitatum Croat,2873218,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium longistipitatum,Croat,ACCEPTED,2873218,;,2,2,29611.04319,14,56,3194.143457,9.428234562
272325-2,NonThreat,Anthurium madisonianum Croat,2873171,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium madisonianum,Croat,ACCEPTED,2873171,;,1,4,22363.5546,17,48,3754,7.65007974
272326-2,Threat,Anthurium malianum Croat,2873422,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium malianum,Croat,ACCEPTED,2873422,;,2,1,0,1,2,37646.63628,5.409718237
272327-2,Threat,Anthurium manabianum Croat,2873233,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium manabianum,Croat,ACCEPTED,2873233,;,1,1,0,1,1,8218,6.891458637
272328-2,NonThreat,Anthurium manuanum Croat,2872705,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium manuanum,Croat,ACCEPTED,2872705,;,1,1,13593.79697,4,4,28652,3.8060849
272330-2,Threat,Anthurium melastomatis Croat,2873006,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium melastomatis,Croat,ACCEPTED,2873006,;,1,6,8036.577767,7,35,3754,7.65007974
272331-2,Threat,Anthurium narinoense Croat,2872338,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium narinoense,Croat,ACCEPTED,2872338,;,1,1,0,2,2,39871,5.262683972
272332-2,NonThreat,Anthurium nervatum Croat,2872224,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium nervatum,Croat,ACCEPTED,2872224,;,1,4,19973.77792,17,36,3754,7.65007974
272333-2,Threat,Anthurium niqueanum Croat,2873342,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium niqueanum,Croat,ACCEPTED,2873342,;,1,2,89.77498266,5,11,3754,7.65007974
272334-2,Threat,Anthurium obscurinervium Croat,2872731,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium obscurinervium,Croat,ACCEPTED,2872731,;,2,5,54331.91767,24,36,34199.32306,5.554532571
272336-2,NonThreat,Anthurium oxycarpum Poepp.,2872360,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium oxycarpum,Poepp. & Endl.,ACCEPTED,2872360,;,5,14,1821393.162,138,254,146228.6729,3.103132266
272337-2,Threat,Anthurium oxystachyum Croat,2873449,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium oxystachyum,Croat,ACCEPTED,2873449,;,1,2,1803.444271,5,8,3754,7.65007974
272338-2,NonThreat,Anthurium pachylaminum Croat,2872869,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium pachylaminum,Croat,ACCEPTED,2872869,;,2,6,206260.0874,16,31,25359.97684,4.303154578
272339-2,NonThreat,Anthurium pageanum Croat,2872408,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium pageanum,Croat,ACCEPTED,2872408,;,2,5,57871.73619,35,116,3194.143457,9.428234562
272340-2,NonThreat,Anthurium palenquense Croat,2872263,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium palenquense,Croat,ACCEPTED,2872263,;,1,4,41171.97688,21,43,8218,6.891458637
272341-2,NonThreat,Anthurium panamense Croat,2872343,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium panamense,Croat,ACCEPTED,2872343,;,2,9,154419.2759,30,62,37646.63628,5.409718237
272342-2,Threat,Anthurium papillilaminum Croat,2872637,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium papillilaminum,Croat,ACCEPTED,2872637,;,1,1,0,1,1,3754,7.65007974
272344-2,Threat,Anthurium pauciflorum Croat,2873062,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium pauciflorum,Croat,ACCEPTED,2873062,;,1,2,0,2,2,3754,7.65007974
272345-2,Threat,Anthurium pendens Croat,2873590,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium pendens,Croat,ACCEPTED,2873590,;,2,3,23903.45568,11,16,37646.63628,5.409718237
272346-2,NonThreat,Anthurium penningtonii Croat,2873257,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium penningtonii,Croat,ACCEPTED,2873257,;,2,5,113807.4525,57,95,25359.97684,4.303154578
272348-2,Threat,Anthurium pirrense Croat,2873034,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium pirrense,Croat,ACCEPTED,2873034,;,1,2,1115.157847,3,7,3754,7.65007974
272350-2,NonThreat,Anthurium platyrhizum Croat,2873349,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium platyrhizum,Croat,ACCEPTED,2873349,;,1,3,7787.813341,4,7,3754,7.65007974
272351-2,NonThreat,Anthurium plowmanii Croat,2873240,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium plowmanii,Croat,ACCEPTED,2873240,;,5,12,2897771.91,62,104,162873.3005,3.279019909
272352-2,NonThreat,Anthurium pranceanum Croat,2872484,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium pranceanum,Croat,ACCEPTED,2872484,;,1,2,133011.1887,4,5,253320,1.725521921
272354-2,Threat,Anthurium pseudospectabile Croat,2872335,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium pseudospectabile,Croat,ACCEPTED,2872335,;,1,2,201.7796387,4,30,3754,7.65007974
272355-2,NonThreat,Anthurium puberulinervium Croat,2873002,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium puberulinervium,Croat,ACCEPTED,2873002,;,1,2,1070.906213,4,9,22191,4.555955001
272356-2,NonThreat,Anthurium redolens Croat,2872252,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium redolens,Croat,ACCEPTED,2872252,;,1,5,66882.78784,16,22,3754,7.65007974
272357-2,NonThreat,Anthurium reflexinervium Croat,2872245,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium reflexinervium,Croat,ACCEPTED,2872245,;,1,3,754.9752138,4,9,28652,3.8060849
272358-2,Threat,Anthurium remotigeniculatum Croat,2873619,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium remotigeniculatum,Croat,ACCEPTED,2873619,;,1,1,0,2,5,28652,3.8060849
272359-2,Threat,Anthurium roseospadix Croat,2872855,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium roseospadix,Croat,ACCEPTED,2872855,;,2,5,49103.15875,12,57,37646.63628,5.409718237
272360-2,Threat,Anthurium rubrifructum Croat,2873212,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium rubrifructum,Croat,ACCEPTED,2873212,;,1,2,0,2,2,3754,7.65007974
272361-2,Threat,Anthurium rupicola Croat,2873314,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium rupicola,Croat,ACCEPTED,2873314,;,2,4,6791.216304,15,30,37646.63628,5.409718237
272362-2,Threat,Anthurium sagawae Croat,2872644,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium sagawae,Croat,ACCEPTED,2872644,;,1,2,0,2,2,3754,7.65007974
272363-2,NonThreat,Anthurium santiagoense Croat,2872268,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium santiagoense,Croat,ACCEPTED,2872268,;,2,1,1869.05558,7,10,25359.97684,4.303154578
272364-2,Threat,Anthurium sapense Croat,2873546,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium sapense,Croat,ACCEPTED,2873546,;,1,1,5.080080861,2,4,3754,7.65007974
272365-2,NonThreat,Anthurium sarukhanianum Croat & Haager,2872878,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium sarukhanianum,Croat & Haager,ACCEPTED,2872878,;,2,4,58625.13588,7,7,13856.91064,7.451566894
272367-2,NonThreat,Anthurium smithii Croat,2873174,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium smithii,Croat,ACCEPTED,2873174,;,2,4,29483.81954,16,25,32004.95746,4.948251837
272368-2,NonThreat,Anthurium solomonii Croat,2872431,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium solomonii,Croat,ACCEPTED,2872431,;,1,1,9449.354003,7,7,50812,4.005927706
272369-2,NonThreat,Anthurium soukupii Croat,2873352,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium soukupii,Croat,ACCEPTED,2873352,;,3,7,414424.3876,32,53,35893.73537,4.180142114
272370-2,Threat,Anthurium sparreorum Croat,2873214,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium sparreorum,Croat,ACCEPTED,2873214,;,1,1,2068.870198,3,6,8218,6.891458637
272371-2,Threat,Anthurium subrotundum Croat,2872747,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium subrotundum,Croat,ACCEPTED,2872747,;,1,1,0,1,1,3754,7.65007974
272372-2,NonThreat,Anthurium subscriptum G.S.Bunting,2872444,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium subscriptum,G.S.Bunting,ACCEPTED,2872444,;,1,1,0,1,1,22191,4.555955001
272374-2,Threat,Anthurium supraglandulum Croat,2873307,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium supraglandulum,Croat,ACCEPTED,2873307,;,1,1,0,1,1,3754,7.65007974
272375-2,Threat,Anthurium sytsmae Croat,2872659,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium sytsmae,Croat,ACCEPTED,2872659,;,1,2,123.2136707,4,6,3754,7.65007974
272376-2,NonThreat,Anthurium tacarcunense Croat,2872471,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium tacarcunense,Croat,ACCEPTED,2872471,;,1,2,4329.395726,5,6,3754,7.65007974
272377-2,NonThreat,Anthurium tachiranum Croat,2872372,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium tachiranum,Croat,ACCEPTED,2872372,;,1,1,753.6815558,3,3,22191,4.555955001
272378-2,Threat,Anthurium tenaense Croat,2872894,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium tenaense,Croat,ACCEPTED,2872894,;,1,1,0,2,3,8218,6.891458637
272379-2,NonThreat,Anthurium teribense Croat,2872571,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium teribense,Croat,ACCEPTED,2872571,;,2,2,106.3990365,3,7,3194.143457,9.428234562
272380-2,Threat,Anthurium tutense Croat,2873263,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium tutense,Croat,ACCEPTED,2873263,;,1,2,2494.211417,7,30,3754,7.65007974
272381-2,Threat,Anthurium tysonii Croat,2873105,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium tysonii,Croat,ACCEPTED,2873105,;,1,3,765.7433849,7,23,3754,7.65007974
272383-2,NonThreat,Anthurium vaupesianum Croat,2873103,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium vaupesianum,Croat,ACCEPTED,2873103,;,1,3,68728.65575,7,10,39871,5.262683972
272384-2,NonThreat,Anthurium vinillense G.S.Bunting,2873104,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium vinillense,G.S.Bunting,ACCEPTED,2873104,;,1,1,0,1,1,22191,4.555955001
272385-2,NonThreat,Anthurium wedelianum Croat,2872856,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium wedelianum,Croat,ACCEPTED,2872856,;,1,5,24352.69917,13,23,3754,7.65007974
272388-2,NonThreat,Anthurium xanthoneurum G.S.Bunting,2873110,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium xanthoneurum,G.S.Bunting,ACCEPTED,2873110,;,1,1,0,1,1,22191,4.555955001
301233-2,Threat,Anthurium hebetatilaminum Croat & J.Rodr.,2873270,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium hebetatilaminum,Croat & J.Rodríguez de Salvador,ACCEPTED,2873270,;,1,1,0,2,3,8218,6.891458637
301309-2,Threat,Anthurium jaramilloi Croat & J.Rodr.,2872733,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium jaramilloi,Croat & J.Rodríguez de Salvador,ACCEPTED,2872733,;,1,2,7318.44444,7,30,8218,6.891458637
302096-2,Threat,Anthurium magnifolium Croat & J.Rodr.,2873033,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium magnifolium,Croat & J.Rodr.,ACCEPTED,2873033,;,1,5,35320.36787,9,28,8218,6.891458637
303572-2,Threat,Anthurium jimenae Croat,2872675,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium jimenae,Croat,ACCEPTED,2872675,;,1,1,8930.487444,10,62,8218,6.891458637
303944-2,Threat,Anthurium jureianum Cath. & Olaio,2872528,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium jureianum,Cath. & Olaio,ACCEPTED,2872528,;,1,1,0,2,2,58771,11.06857841
304997-2,NonThreat,Anthurium rodrigueziae Croat,2873075,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium rodrigueziae,Croat,ACCEPTED,2873075,;,2,2,13905.40358,15,34,34199.32306,5.554532571
305321-2,NonThreat,Anthurium nigropunctatum Croat & J.Rodr.,2873512,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium nigropunctatum,Croat & J.Rodr.,ACCEPTED,2873512,;,3,8,155919.0623,48,103,31521.7584,4.710597283
306154-2,Threat,Anthurium balslevii Croat & J.Rodr.,2873313,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium balslevii,Croat & J.Rodríguez de Salvador,ACCEPTED,2873313,;,1,3,69603.59733,13,47,8218,6.891458637
306425-2,Threat,Anthurium silanchense Croat & J.Rodr.,2872808,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium silanchense,Croat & J.Rodríguez de Salvador,ACCEPTED,2872808,;,1,1,0,1,2,8218,6.891458637
306880-2,NonThreat,Anthurium cupulispathum Croat & J.Rodr.,2873608,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium cupulispathum,Croat & J.Rodríguez de Salvador,ACCEPTED,2873608,;,2,9,197800.1857,34,52,34199.32306,5.554532571
306933-2,Threat,Anthurium cabuyalense Croat & J.Rodr.,2872532,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium cabuyalense,Croat & J.Rodríguez de Salvador,ACCEPTED,2872532,;,1,1,2.51E-08,3,6,8218,6.891458637
308426-2,NonThreat,Anthurium ochreatum Sodiro,2872395,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium ochreatum,Sodiro,ACCEPTED,2872395,;,1,3,41584.0354,32,114,8218,6.891458637
315156-2,Threat,Anthurium limonense Grayum,2872919,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium limonense,Grayum,ACCEPTED,2872919,;,1,1,180.991871,3,3,2377,12.02355581
319190-2,NonThreat,Anthurium minarum Sakur. & Mayo,2872732,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium minarum,Sakuragui & Mayo,ACCEPTED,2872732,;,1,6,327130.1452,83,173,58771,11.06857841
320326-2,Threat,Anthurium maricense Nadruz & Mayo,2872757,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium maricense,M.A.Nadruz Coelho & Mayo,ACCEPTED,2872757,;,1,4,30418.60524,10,17,58771,11.06857841
320327-2,Threat,Anthurium bromelicola Mayo & L.P.Félix,2872792,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium bromelicola,Mayo & L.P.Félix,ACCEPTED,2872792,;,1,7,58968.46296,8,19,130424,7.910690873
321082-2,Threat,Anthurium faustomirandae Pérez-Farr. & Croat,2872706,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium faustomirandae,Pérez-Farrera & Croat,ACCEPTED,2872706,;,1,4,1860.320727,6,12,24139,7.193041111
321639-2,Threat,Anthurium megapetiolatum E.G.Gonç.,2873024,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium megapetiolatum,E.G.Gonç.,ACCEPTED,2873024,;,1,2,15425.07689,7,13,58771,11.06857841
325589-2,Threat,Anthurium obpyriforme Leimbeck,2872274,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium obpyriforme,Leimbeck,ACCEPTED,2872274,;,1,1,68.79493887,3,20,8218,6.891458637
325590-2,NonThreat,Anthurium oxybelium Schott,2872506,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium oxybelium,Schott,ACCEPTED,2872506,;,3,11,987566.127,213,735,31521.7584,4.710597283
325695-2,Threat,Anthurium ensifolium Bogner & E.G.Gonç.,2872435,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium ensifolium,Bogner & E.G.Gonç.,ACCEPTED,2872435,;,1,1,483.6077155,3,3,130424,7.910690873
329748-2,NonThreat,Anthurium anchicayense Croat,2872611,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium anchicayense,Croat,ACCEPTED,2872611,;,1,3,34685.51827,14,30,39871,5.262683972
329749-2,NonThreat,Anthurium cogolloanum Croat & M.M.Mora,2872483,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium cogolloanum,Croat & M.M.Mora,ACCEPTED,2872483,;,1,4,9372.140618,8,20,39871,5.262683972
329750-2,NonThreat,Anthurium salgarense Croat,2872249,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium salgarense,Croat,ACCEPTED,2872249,;,1,5,25954.39063,15,41,39871,5.262683972
50426561-2,Threat,Amorphophallus mangelsdorffii Bogner,2871601,Plantae,Tracheophyta,Alismatales,Araceae,Amorphophallus,Amorphophallus mangelsdorffii,Bogner,ACCEPTED,2871601,;,1,2,1113.712243,3,3,37846,7.347207394
60436377-2,Threat,Anthurium churutense Croat & Cornejo,2872533,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium churutense,Croat & Cornejo,ACCEPTED,2872533,;,1,1,0,1,1,8218,6.891458637
60436378-2,Threat,Anthurium colonchense Croat & Cornejo,2872475,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium colonchense,Croat & Cornejo,ACCEPTED,2872475,;,1,2,85.98575895,4,4,8218,6.891458637
60436379-2,Threat,Anthurium acanthospadix Croat & Oberle,2872652,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium acanthospadix,Croat & Oberle,ACCEPTED,2872652,;,1,1,0,2,3,39871,5.262683972
60436380-2,NonThreat,Anthurium atramentarium Croat & Oberle,2872572,Plantae,Tracheophyta,Alismatales,Araceae,Anthurium,Anthurium atramentarium,Croat & Oberle,ACCEPTED,2872572,;,1,3,5725.800381,7,12,39871,5.262683972
