"accepted","full_name","base_url","POWO_ID","family"
"TRUE","Barleria saxatilis Oberm.","/taxon/urn:lsid:ipni.org:names:","46198-1","Acanthaceae"
"TRUE","Barleria scabriuscula Schwartz","/taxon/urn:lsid:ipni.org:names:","46199-1","Acanthaceae"
"TRUE","Barleria scandens I.Darbysh.","/taxon/urn:lsid:ipni.org:names:","77109569-1","Acanthaceae"
"TRUE","Barleria sceptrum-katanganum Champl.","/taxon/urn:lsid:ipni.org:names:","60456108-2","Acanthaceae"
"TRUE","Barleria schmittii Benoist","/taxon/urn:lsid:ipni.org:names:","46202-1","Acanthaceae"
"TRUE","Barleria senensis Klotzsch","/taxon/urn:lsid:ipni.org:names:","46207-1","Acanthaceae"
"TRUE","Barleria sepalosa C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46208-1","Acanthaceae"
"TRUE","Barleria separata Benoist","/taxon/urn:lsid:ipni.org:names:","46209-1","Acanthaceae"
"TRUE","Barleria setosa (Klotzsch) I.Darbysh.","/taxon/urn:lsid:ipni.org:names:","77147161-1","Acanthaceae"
"TRUE","Barleria seyrigii Benoist","/taxon/urn:lsid:ipni.org:names:","46213-1","Acanthaceae"
"TRUE","Barleria shebelleensis Ensermu & I.Darbysh.","/taxon/urn:lsid:ipni.org:names:","77167083-1","Acanthaceae"
"TRUE","Barleria siamensis Craib","/taxon/urn:lsid:ipni.org:names:","46214-1","Acanthaceae"
"TRUE","Barleria smithii Rendle","/taxon/urn:lsid:ipni.org:names:","46215-1","Acanthaceae"
"TRUE","Barleria solitaria P.G.Mey.","/taxon/urn:lsid:ipni.org:names:","46217-1","Acanthaceae"
"TRUE","Barleria speciosa I.Darbysh.","/taxon/urn:lsid:ipni.org:names:","77137445-1","Acanthaceae"
"TRUE","Barleria spinifolia J.R.I.Wood","/taxon/urn:lsid:ipni.org:names:","903673-1","Acanthaceae"
"TRUE","Barleria spinulosa Klotzsch","/taxon/urn:lsid:ipni.org:names:","46226-1","Acanthaceae"
"TRUE","Barleria splendens E.A.Bruce","/taxon/urn:lsid:ipni.org:names:","46227-1","Acanthaceae"
"TRUE","Barleria stellatotomentosa S.Moore","/taxon/urn:lsid:ipni.org:names:","46230-1","Acanthaceae"
"TRUE","Barleria stenophylla Kurz","/taxon/urn:lsid:ipni.org:names:","46232-1","Acanthaceae"
"TRUE","Barleria steudneri C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46233-1","Acanthaceae"
"TRUE","Barleria stimulans E.Mey. ex Nees","/taxon/urn:lsid:ipni.org:names:","46234-1","Acanthaceae"
"TRUE","Barleria stocksii T.Anderson","/taxon/urn:lsid:ipni.org:names:","46235-1","Acanthaceae"
"TRUE","Barleria strigosa Willd.","/taxon/urn:lsid:ipni.org:names:","46236-1","Acanthaceae"
"TRUE","Barleria subglobosa S.Moore","/taxon/urn:lsid:ipni.org:names:","46238-1","Acanthaceae"
"TRUE","Barleria subinermis Chiov.","/taxon/urn:lsid:ipni.org:names:","46239-1","Acanthaceae"
"TRUE","Barleria submollis Lindau","/taxon/urn:lsid:ipni.org:names:","46240-1","Acanthaceae"
"TRUE","Barleria subregularis I.Darbysh.","/taxon/urn:lsid:ipni.org:names:","77109695-1","Acanthaceae"
"TRUE","Barleria sunzuana Brummitt & Seyani","/taxon/urn:lsid:ipni.org:names:","46242-1","Acanthaceae"
"TRUE","Barleria superata I.Darbysh.","/taxon/urn:lsid:ipni.org:names:","77115889-1","Acanthaceae"
"TRUE","Barleria taitensis S.Moore","/taxon/urn:lsid:ipni.org:names:","46244-1","Acanthaceae"
"TRUE","Barleria tanzaniana (Brummitt & J.R.I.Wood) I.Darbysh.","/taxon/urn:lsid:ipni.org:names:","77109694-1","Acanthaceae"
"TRUE","Barleria terminalis Nees","/taxon/urn:lsid:ipni.org:names:","46246-1","Acanthaceae"
"TRUE","Barleria tetracantha Balf.f.","/taxon/urn:lsid:ipni.org:names:","46247-1","Acanthaceae"
"TRUE","Barleria tomentosa Roth","/taxon/urn:lsid:ipni.org:names:","46251-1","Acanthaceae"
"TRUE","Barleria torrei I.Darbysh.","/taxon/urn:lsid:ipni.org:names:","77147138-1","Acanthaceae"
"TRUE","Barleria trispinosa (Forssk.) Vahl","/taxon/urn:lsid:ipni.org:names:","46256-1","Acanthaceae"
"TRUE","Barleria ukamensis Lindau","/taxon/urn:lsid:ipni.org:names:","46258-1","Acanthaceae"
"TRUE","Barleria usambarica Lindau","/taxon/urn:lsid:ipni.org:names:","46261-1","Acanthaceae"
"TRUE","Barleria velutina Champl.","/taxon/urn:lsid:ipni.org:names:","77111212-1","Acanthaceae"
"TRUE","Barleria venenata I.Darbysh.","/taxon/urn:lsid:ipni.org:names:","77109573-1","Acanthaceae"
"TRUE","Barleria ventricosa Hochst. ex Nees","/taxon/urn:lsid:ipni.org:names:","46265-1","Acanthaceae"
"TRUE","Barleria verdickii De Wild.","/taxon/urn:lsid:ipni.org:names:","46267-1","Acanthaceae"
"TRUE","Barleria vestita T.Anderson","/taxon/urn:lsid:ipni.org:names:","46268-1","Acanthaceae"
"TRUE","Barleria villosa S.Moore","/taxon/urn:lsid:ipni.org:names:","46269-1","Acanthaceae"
"TRUE","Barleria vincifolia Baker","/taxon/urn:lsid:ipni.org:names:","46270-1","Acanthaceae"
"TRUE","Barleria violacea Hainz","/taxon/urn:lsid:ipni.org:names:","46271-1","Acanthaceae"
"TRUE","Barleria violascens S.Moore","/taxon/urn:lsid:ipni.org:names:","46272-1","Acanthaceae"
"TRUE","Barleria virgula C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46273-1","Acanthaceae"
"TRUE","Barleria volkensii Lindau","/taxon/urn:lsid:ipni.org:names:","46275-1","Acanthaceae"
"TRUE","Barleria vollesenii I.Darbysh.","/taxon/urn:lsid:ipni.org:names:","77109577-1","Acanthaceae"
"TRUE","Barleria welwitschii S.Moore","/taxon/urn:lsid:ipni.org:names:","46277-1","Acanthaceae"
"TRUE","Barleria whytei S.Moore","/taxon/urn:lsid:ipni.org:names:","46278-1","Acanthaceae"
"TRUE","Barleria wilmsiana Lindau","/taxon/urn:lsid:ipni.org:names:","46279-1","Acanthaceae"
"TRUE","Barleriola inermis Urb. & Ekman","/taxon/urn:lsid:ipni.org:names:","29570-2","Acanthaceae"
"TRUE","Barleriola multiflora Urb. & Ekman","/taxon/urn:lsid:ipni.org:names:","29571-2","Acanthaceae"
"TRUE","Barleriola saturejoides (Griseb.) M.Gómez","/taxon/urn:lsid:ipni.org:names:","29573-2","Acanthaceae"
"TRUE","Barleriola solanifolia (L.) Oerst. ex Lindau","/taxon/urn:lsid:ipni.org:names:","60450770-2","Acanthaceae"
"TRUE","Blepharis acanthodioides Klotzsch","/taxon/urn:lsid:ipni.org:names:","46464-1","Acanthaceae"
"TRUE","Blepharis acuminata Oberm.","/taxon/urn:lsid:ipni.org:names:","46467-1","Acanthaceae"
"TRUE","Blepharis aequisepala Vollesen","/taxon/urn:lsid:ipni.org:names:","1017542-1","Acanthaceae"
"TRUE","Blepharis affinis Lindau","/taxon/urn:lsid:ipni.org:names:","46468-1","Acanthaceae"
"TRUE","Blepharis angusta (Nees) T.Anderson","/taxon/urn:lsid:ipni.org:names:","46469-1","Acanthaceae"
"TRUE","Blepharis aspera Oberm.","/taxon/urn:lsid:ipni.org:names:","46471-1","Acanthaceae"
"TRUE","Blepharis asteracantha C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46473-1","Acanthaceae"
"TRUE","Blepharis attenuata Napper","/taxon/urn:lsid:ipni.org:names:","46474-1","Acanthaceae"
"TRUE","Blepharis bainesii S.Moore ex C.B.Clarke.","/taxon/urn:lsid:ipni.org:names:","46476-1","Acanthaceae"
"TRUE","Blepharis boranensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017540-1","Acanthaceae"
"TRUE","Blepharis breyeri Oberm.","/taxon/urn:lsid:ipni.org:names:","46481-1","Acanthaceae"
"TRUE","Blepharis buchneri Lindau","/taxon/urn:lsid:ipni.org:names:","46483-1","Acanthaceae"
"TRUE","Blepharis burundiensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017553-1","Acanthaceae"
"TRUE","Blepharis calcitrapa Benoist","/taxon/urn:lsid:ipni.org:names:","46485-1","Acanthaceae"
"TRUE","Blepharis capensis (L.f.) Pers.","/taxon/urn:lsid:ipni.org:names:","46487-1","Acanthaceae"
"TRUE","Blepharis chrysotricha Lindau","/taxon/urn:lsid:ipni.org:names:","46491-1","Acanthaceae"
"TRUE","Blepharis ciliaris (L.) B.L.Burtt","/taxon/urn:lsid:ipni.org:names:","46492-1","Acanthaceae"
"TRUE","Blepharis crinita Benoist","/taxon/urn:lsid:ipni.org:names:","46494-1","Acanthaceae"
"TRUE","Blepharis cuanzensis Welw. ex S.Moore","/taxon/urn:lsid:ipni.org:names:","46496-1","Acanthaceae"
"TRUE","Blepharis cuspidata Lindau","/taxon/urn:lsid:ipni.org:names:","46497-1","Acanthaceae"
"TRUE","Blepharis decussata S.Moore","/taxon/urn:lsid:ipni.org:names:","46498-1","Acanthaceae"
"TRUE","Blepharis dhofarensis A.G.Mill.","/taxon/urn:lsid:ipni.org:names:","934737-1","Acanthaceae"
"TRUE","Blepharis dilatata C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46500-1","Acanthaceae"
"TRUE","Blepharis diplodonta Vollesen","/taxon/urn:lsid:ipni.org:names:","1017547-1","Acanthaceae"
"TRUE","Blepharis diversispina (Nees) C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46501-1","Acanthaceae"
"TRUE","Blepharis drummondii Vollesen","/taxon/urn:lsid:ipni.org:names:","1017537-1","Acanthaceae"
"TRUE","Blepharis dunensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017572-1","Acanthaceae"
"TRUE","Blepharis duvigneaudii Vollesen","/taxon/urn:lsid:ipni.org:names:","1017574-1","Acanthaceae"
"TRUE","Blepharis edulis (Forssk.) Pers.","/taxon/urn:lsid:ipni.org:names:","46503-1","Acanthaceae"
"TRUE","Blepharis espinosa Phillips","/taxon/urn:lsid:ipni.org:names:","46504-1","Acanthaceae"
"TRUE","Blepharis exigua (Zoll. & Moritzi) Valeton ex Backer","/taxon/urn:lsid:ipni.org:names:","46507-1","Acanthaceae"
"TRUE","Blepharis fenestralis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017535-1","Acanthaceae"
"TRUE","Blepharis ferox P.G.Mey.","/taxon/urn:lsid:ipni.org:names:","46509-1","Acanthaceae"
"TRUE","Blepharis flava Vollesen","/taxon/urn:lsid:ipni.org:names:","1017558-1","Acanthaceae"
"TRUE","Blepharis fleckii P.G.Mey.","/taxon/urn:lsid:ipni.org:names:","46510-1","Acanthaceae"
"TRUE","Blepharis forgiarinii J.-P.Lebrun & Stork","/taxon/urn:lsid:ipni.org:names:","959957-1","Acanthaceae"
"TRUE","Blepharis furcata (L.f.) Pers.","/taxon/urn:lsid:ipni.org:names:","46514-1","Acanthaceae"
"TRUE","Blepharis gazensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017536-1","Acanthaceae"
"TRUE","Blepharis gigantea Oberm.","/taxon/urn:lsid:ipni.org:names:","46516-1","Acanthaceae"
"TRUE","Blepharis glinus Fiori","/taxon/urn:lsid:ipni.org:names:","46518-1","Acanthaceae"
"TRUE","Blepharis glomerans Benoist","/taxon/urn:lsid:ipni.org:names:","46519-1","Acanthaceae"
"TRUE","Blepharis glumacea S.Moore","/taxon/urn:lsid:ipni.org:names:","46521-1","Acanthaceae"
"TRUE","Blepharis grandis C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46522-1","Acanthaceae"
"TRUE","Blepharis grossa (Nees) T.Anderson","/taxon/urn:lsid:ipni.org:names:","46524-1","Acanthaceae"
"TRUE","Blepharis gypsophila Thulin & Vollesen","/taxon/urn:lsid:ipni.org:names:","77146120-1","Acanthaceae"
"TRUE","Blepharis hildebrandtii Lindau","/taxon/urn:lsid:ipni.org:names:","46526-1","Acanthaceae"
"TRUE","Blepharis hirtinervia (Nees) T.Anderson","/taxon/urn:lsid:ipni.org:names:","46530-1","Acanthaceae"
"TRUE","Blepharis huillensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017545-1","Acanthaceae"
"TRUE","Blepharis ilicifolia Napper","/taxon/urn:lsid:ipni.org:names:","46533-1","Acanthaceae"
"TRUE","Blepharis ilicina Oberm.","/taxon/urn:lsid:ipni.org:names:","46534-1","Acanthaceae"
"TRUE","Blepharis inaequalis C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46535-1","Acanthaceae"
"TRUE","Blepharis inermis (Nees) C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46536-1","Acanthaceae"
"TRUE","Blepharis inflata Vollesen","/taxon/urn:lsid:ipni.org:names:","1017566-1","Acanthaceae"
"TRUE","Blepharis innocua C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46537-1","Acanthaceae"
"TRUE","Blepharis inopinata Vollesen","/taxon/urn:lsid:ipni.org:names:","1017562-1","Acanthaceae"
"TRUE","Blepharis integrifolia (L.f.) E.Mey. & Drège ex Schinz","/taxon/urn:lsid:ipni.org:names:","46538-1","Acanthaceae"
"TRUE","Blepharis involucrata Solms ex Schweinf.","/taxon/urn:lsid:ipni.org:names:","46539-1","Acanthaceae"
"TRUE","Blepharis itigiensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017565-1","Acanthaceae"
"TRUE","Blepharis javanica Bremek.","/taxon/urn:lsid:ipni.org:names:","46541-1","Acanthaceae"
"TRUE","Blepharis katangensis De Wild.","/taxon/urn:lsid:ipni.org:names:","46543-1","Acanthaceae"
"TRUE","Blepharis kenyensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017570-1","Acanthaceae"
"TRUE","Blepharis kuriensis Vierh.","/taxon/urn:lsid:ipni.org:names:","46544-1","Acanthaceae"
"TRUE","Blepharis laevifolia Vollesen","/taxon/urn:lsid:ipni.org:names:","1017538-1","Acanthaceae"
"TRUE","Blepharis lawsonii G.S.Giri & R.N.Banerjee","/taxon/urn:lsid:ipni.org:names:","901600-1","Acanthaceae"
"TRUE","Blepharis leendertziae Oberm.","/taxon/urn:lsid:ipni.org:names:","46545-1","Acanthaceae"
"TRUE","Blepharis linariifolia Pers.","/taxon/urn:lsid:ipni.org:names:","46547-1","Acanthaceae"
"TRUE","Blepharis longifolia Lindau","/taxon/urn:lsid:ipni.org:names:","46052-1","Acanthaceae"
"TRUE","Blepharis longispica C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46549-1","Acanthaceae"
"TRUE","Blepharis macra (Nees) Vollesen","/taxon/urn:lsid:ipni.org:names:","1017541-1","Acanthaceae"
"TRUE","Blepharis maculata Benoist","/taxon/urn:lsid:ipni.org:names:","46550-1","Acanthaceae"
"TRUE","Blepharis maderaspatensis (L.) B.Heyne ex Roth","/taxon/urn:lsid:ipni.org:names:","46553-1","Acanthaceae"
"TRUE","Blepharis marginata (Nees) C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46555-1","Acanthaceae"
"TRUE","Blepharis menocotyle Milne-Redh.","/taxon/urn:lsid:ipni.org:names:","46556-1","Acanthaceae"
"TRUE","Blepharis meyeri Vollesen","/taxon/urn:lsid:ipni.org:names:","1017544-1","Acanthaceae"
"TRUE","Blepharis mitrata C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46557-1","Acanthaceae"
"TRUE","Blepharis montana Vollesen","/taxon/urn:lsid:ipni.org:names:","1017568-1","Acanthaceae"
"TRUE","Blepharis natalensis Oberm.","/taxon/urn:lsid:ipni.org:names:","46561-1","Acanthaceae"
"TRUE","Blepharis noli-me-tangere S.Moore","/taxon/urn:lsid:ipni.org:names:","46562-1","Acanthaceae"
"TRUE","Blepharis obermeyerae Vollesen","/taxon/urn:lsid:ipni.org:names:","1017539-1","Acanthaceae"
"TRUE","Blepharis obmitrata C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46563-1","Acanthaceae"
"TRUE","Blepharis obtusisepala Oberm.","/taxon/urn:lsid:ipni.org:names:","46565-1","Acanthaceae"
"TRUE","Blepharis ogadenensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017552-1","Acanthaceae"
"TRUE","Blepharis panduriformis Lindau","/taxon/urn:lsid:ipni.org:names:","46566-1","Acanthaceae"
"TRUE","Blepharis paradoxa Fritsch","/taxon/urn:lsid:ipni.org:names:","46567-1","Acanthaceae"
"TRUE","Blepharis pascuorum S.Moore","/taxon/urn:lsid:ipni.org:names:","46568-1","Acanthaceae"
"TRUE","Blepharis petalidioides Vollesen","/taxon/urn:lsid:ipni.org:names:","1017546-1","Acanthaceae"
"TRUE","Blepharis petraea Vollesen","/taxon/urn:lsid:ipni.org:names:","20007286-1","Acanthaceae"
"TRUE","Blepharis pratensis S.Moore","/taxon/urn:lsid:ipni.org:names:","46573-1","Acanthaceae"
"TRUE","Blepharis procumbens (L.f.) Pers.","/taxon/urn:lsid:ipni.org:names:","46574-1","Acanthaceae"
"TRUE","Blepharis pruinosa Engl.","/taxon/urn:lsid:ipni.org:names:","46577-1","Acanthaceae"
"TRUE","Blepharis pungens Klotzsch","/taxon/urn:lsid:ipni.org:names:","46578-1","Acanthaceae"
"TRUE","Blepharis pusilla Vollesen","/taxon/urn:lsid:ipni.org:names:","1017564-1","Acanthaceae"
"TRUE","Blepharis reekmansii Vollesen","/taxon/urn:lsid:ipni.org:names:","1017575-1","Acanthaceae"
"TRUE","Blepharis refracta Mildbr.","/taxon/urn:lsid:ipni.org:names:","46579-1","Acanthaceae"
"TRUE","Blepharis richardsiae Vollesen","/taxon/urn:lsid:ipni.org:names:","1017569-1","Acanthaceae"
"TRUE","Blepharis scandens Vollesen","/taxon/urn:lsid:ipni.org:names:","1017556-1","Acanthaceae"
"TRUE","Blepharis scindica Stocks ex T.Anderson","/taxon/urn:lsid:ipni.org:names:","46587-1","Acanthaceae"
"TRUE","Blepharis sericea Vollesen","/taxon/urn:lsid:ipni.org:names:","1017567-1","Acanthaceae"
"TRUE","Blepharis serrulata (Nees) Picalho & Hiern","/taxon/urn:lsid:ipni.org:names:","46589-1","Acanthaceae"
"TRUE","Blepharis sinuata (Nees) C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46592-1","Acanthaceae"
"TRUE","Blepharis sol C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46593-1","Acanthaceae"
"TRUE","Blepharis somaliensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017555-1","Acanthaceae"
"TRUE","Blepharis spiculifolia Balf.f.","/taxon/urn:lsid:ipni.org:names:","46595-1","Acanthaceae"
"TRUE","Blepharis spinescens Vollesen","/taxon/urn:lsid:ipni.org:names:","20007284-1","Acanthaceae"
"TRUE","Blepharis spinifex Merxm.","/taxon/urn:lsid:ipni.org:names:","46596-1","Acanthaceae"
"TRUE","Blepharis spinipes Vollesen","/taxon/urn:lsid:ipni.org:names:","1017543-1","Acanthaceae"
"TRUE","Blepharis squarrosa (Nees) T.Anderson","/taxon/urn:lsid:ipni.org:names:","46597-1","Acanthaceae"
"TRUE","Blepharis stainbankiae C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46598-1","Acanthaceae"
"TRUE","Blepharis stuhlmannii Lindau","/taxon/urn:lsid:ipni.org:names:","46599-1","Acanthaceae"
"TRUE","Blepharis subglabra Vollesen","/taxon/urn:lsid:ipni.org:names:","1017534-1","Acanthaceae"
"TRUE","Blepharis subvolubilis C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46600-1","Acanthaceae"
"TRUE","Blepharis swaziensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017554-1","Acanthaceae"
"TRUE","Blepharis tanae Napper","/taxon/urn:lsid:ipni.org:names:","46601-1","Acanthaceae"
"TRUE","Blepharis tanganyikensis (Napper) Vollesen","/taxon/urn:lsid:ipni.org:names:","1017560-1","Acanthaceae"
"TRUE","Blepharis tanzaniensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017573-1","Acanthaceae"
"TRUE","Blepharis tenuiramea S.Moore","/taxon/urn:lsid:ipni.org:names:","46603-1","Acanthaceae"
"TRUE","Blepharis tetrasticha Lindau","/taxon/urn:lsid:ipni.org:names:","46604-1","Acanthaceae"
"TRUE","Blepharis thulinii Vollesen","/taxon/urn:lsid:ipni.org:names:","20007285-1","Acanthaceae"
"TRUE","Blepharis torrei Vollesen","/taxon/urn:lsid:ipni.org:names:","1017571-1","Acanthaceae"
"TRUE","Blepharis transvaalensis Schinz","/taxon/urn:lsid:ipni.org:names:","46607-1","Acanthaceae"
"TRUE","Blepharis trifida Vollesen","/taxon/urn:lsid:ipni.org:names:","1017549-1","Acanthaceae"
"TRUE","Blepharis trispina Napper","/taxon/urn:lsid:ipni.org:names:","46610-1","Acanthaceae"
"TRUE","Blepharis turkanae Vollesen","/taxon/urn:lsid:ipni.org:names:","1017557-1","Acanthaceae"
"TRUE","Blepharis uniflora C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46612-1","Acanthaceae"
"TRUE","Blepharis uzondoensis Vollesen","/taxon/urn:lsid:ipni.org:names:","1017576-1","Acanthaceae"
"TRUE","Blepharis welwitschii S.Moore","/taxon/urn:lsid:ipni.org:names:","46616-1","Acanthaceae"
"TRUE","Borneacanthus angustifolius Bremek.","/taxon/urn:lsid:ipni.org:names:","46618-1","Acanthaceae"
"TRUE","Borneacanthus grandifolius Bremek.","/taxon/urn:lsid:ipni.org:names:","46619-1","Acanthaceae"
"TRUE","Borneacanthus mesargyreus (Hallier f.) Bremek.","/taxon/urn:lsid:ipni.org:names:","46620-1","Acanthaceae"
"TRUE","Borneacanthus paniculatus Bremek.","/taxon/urn:lsid:ipni.org:names:","46621-1","Acanthaceae"
"TRUE","Borneacanthus parvus Bremek.","/taxon/urn:lsid:ipni.org:names:","46622-1","Acanthaceae"
"TRUE","Borneacanthus stenothyrsus Bremek.","/taxon/urn:lsid:ipni.org:names:","46623-1","Acanthaceae"
"TRUE","Boutonia cuspidata DC.","/taxon/urn:lsid:ipni.org:names:","109112-1","Acanthaceae"
"TRUE","Brachystephanus africanus S.Moore","/taxon/urn:lsid:ipni.org:names:","46624-1","Acanthaceae"
"TRUE","Brachystephanus calostachyus Champl.","/taxon/urn:lsid:ipni.org:names:","77103384-1","Acanthaceae"
"TRUE","Brachystephanus coeruleus S.Moore","/taxon/urn:lsid:ipni.org:names:","46626-1","Acanthaceae"
"TRUE","Brachystephanus congensis Champl.","/taxon/urn:lsid:ipni.org:names:","77103385-1","Acanthaceae"
"TRUE","Brachystephanus densiflorus E.Figueiredo","/taxon/urn:lsid:ipni.org:names:","992379-1","Acanthaceae"
"TRUE","Brachystephanus giganteus Champl.","/taxon/urn:lsid:ipni.org:names:","77103388-1","Acanthaceae"
"TRUE","Brachystephanus glaberrimus Champl.","/taxon/urn:lsid:ipni.org:names:","1006704-1","Acanthaceae"
"TRUE","Brachystephanus holstii Lindau","/taxon/urn:lsid:ipni.org:names:","46628-1","Acanthaceae"
"TRUE","Brachystephanus jaundensis Lindau","/taxon/urn:lsid:ipni.org:names:","46629-1","Acanthaceae"
"TRUE","Brachystephanus kupeensis Champl.","/taxon/urn:lsid:ipni.org:names:","77103387-1","Acanthaceae"
"TRUE","Brachystephanus laxispicatus I.Darbysh.","/taxon/urn:lsid:ipni.org:names:","77103390-1","Acanthaceae"
"TRUE","Brachystephanus longiflorus Lindau","/taxon/urn:lsid:ipni.org:names:","46630-1","Acanthaceae"
"TRUE","Brachystephanus lyallii Nees","/taxon/urn:lsid:ipni.org:names:","46631-1","Acanthaceae"
"TRUE","Brachystephanus mannii C.B.Clarke","/taxon/urn:lsid:ipni.org:names:","46632-1","Acanthaceae"
"TRUE","Brachystephanus montifuga (Milne-Redh.) Champl.","/taxon/urn:lsid:ipni.org:names:","77103392-1","Acanthaceae"
"TRUE","Brachystephanus myrmecophilus Champl.","/taxon/urn:lsid:ipni.org:names:","982874-1","Acanthaceae"
"TRUE","Brachystephanus occidentalis Lindau","/taxon/urn:lsid:ipni.org:names:","46635-1","Acanthaceae"
"TRUE","Brachystephanus oreacanthus Champl.","/taxon/urn:lsid:ipni.org:names:","77103393-1","Acanthaceae"
"TRUE","Brachystephanus roseus Champl.","/taxon/urn:lsid:ipni.org:names:","77103400-1","Acanthaceae"
"TRUE","Brachystephanus schliebenii (Mildbr.) Champl.","/taxon/urn:lsid:ipni.org:names:","77103391-1","Acanthaceae"
"TRUE","Brachystephanus sudanicus (Friis & Vollesen) Champl.","/taxon/urn:lsid:ipni.org:names:","77103389-1","Acanthaceae"
"TRUE","Bravaisia berlandieriana (Nees) T.F.Daniel","/taxon/urn:lsid:ipni.org:names:","273458-2","Acanthaceae"
"TRUE","Bravaisia grandiflora Donn.Sm.","/taxon/urn:lsid:ipni.org:names:","36222-2","Acanthaceae"
"TRUE","Bravaisia integerrima (Spreng.) Standl.","/taxon/urn:lsid:ipni.org:names:","36223-2","Acanthaceae"
"TRUE","Brillantaisia cicatricosa Lindau","/taxon/urn:lsid:ipni.org:names:","46654-1","Acanthaceae"
"TRUE","Brillantaisia debilis Burkill","/taxon/urn:lsid:ipni.org:names:","46655-1","Acanthaceae"
"TRUE","Brillantaisia fulva Lindau","/taxon/urn:lsid:ipni.org:names:","46659-1","Acanthaceae"
"TRUE","Brillantaisia grottanellii Pic.Serm.","/taxon/urn:lsid:ipni.org:names:","46661-1","Acanthaceae"
"TRUE","Brillantaisia lamium (Nees) Benth.","/taxon/urn:lsid:ipni.org:names:","46664-1","Acanthaceae"
"TRUE","Brillantaisia lancifolia Lindau","/taxon/urn:lsid:ipni.org:names:","46665-1","Acanthaceae"
"TRUE","Brillantaisia madagascariensis T.Anderson ex Lindau","/taxon/urn:lsid:ipni.org:names:","46667-1","Acanthaceae"
"TRUE","Brillantaisia oligantha Milne-Redh.","/taxon/urn:lsid:ipni.org:names:","46673-1","Acanthaceae"
"TRUE","Brillantaisia owariensis P.Beauv.","/taxon/urn:lsid:ipni.org:names:","46674-1","Acanthaceae"
"TRUE","Brillantaisia pubescens T.Anderson ex Oliv.","/taxon/urn:lsid:ipni.org:names:","46678-1","Acanthaceae"
"TRUE","Brillantaisia richardsiae Vollesen","/taxon/urn:lsid:ipni.org:names:","77092216-1","Acanthaceae"
"TRUE","Brillantaisia riparia (Vollesen & Brummitt) Sidwell","/taxon/urn:lsid:ipni.org:names:","1004660-1","Acanthaceae"
"TRUE","Brillantaisia stenopteris Sidwell","/taxon/urn:lsid:ipni.org:names:","1004661-1","Acanthaceae"
"TRUE","Brillantaisia vogeliana (Nees) Benth.","/taxon/urn:lsid:ipni.org:names:","46689-1","Acanthaceae"
"TRUE","Brunoniella acaulis (R.Br.) Bremek.","/taxon/urn:lsid:ipni.org:names:","46691-1","Acanthaceae"
"TRUE","Brunoniella australis (Cav.) Bremek.","/taxon/urn:lsid:ipni.org:names:","46692-1","Acanthaceae"
"TRUE","Brunoniella linearifolia R.M.Barker","/taxon/urn:lsid:ipni.org:names:","930799-1","Acanthaceae"
"TRUE","Brunoniella neocaledonica (Heine) Moylan","/taxon/urn:lsid:ipni.org:names:","1015793-1","Acanthaceae"
"TRUE","Brunoniella pumilio (R.Br.) Bremek.","/taxon/urn:lsid:ipni.org:names:","46693-1","Acanthaceae"
"TRUE","Brunoniella spiciflora (F.Muell. ex Benth.) Bremek.","/taxon/urn:lsid:ipni.org:names:","46694-1","Acanthaceae"
"TRUE","Calacanthus grandiflorus (Dalzell) Radlk.","/taxon/urn:lsid:ipni.org:names:","46706-1","Acanthaceae"
"TRUE","Calycacanthus magnusianus K.Schum.","/taxon/urn:lsid:ipni.org:names:","46795-1","Acanthaceae"
